pathway	pval	padj	log2err	ES	NES	size	leadingEdge	group
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	0.3974630021141649	0.8853245973668876	0.09497515259055948	-0.6137040714995035	-1.0569303111188355	2	55290,2972	Other
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER	0.7779960707269156	0.9276810123009489	0.056411838821759604	-0.6133995037220844	-0.811930787364208	1	2972	Other
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.49705304518664045	0.9143586340398856	0.07850290473486872	-0.771712158808933	-1.0214825035205042	1	55290	Other
REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS	0.13466334164588528	0.7403142044595876	0.19189224038483796	-0.564395822973645	-1.39689567805621	5	5438,404672,5432,4686,902	Other
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	0.7537437603993344	0.9276810123009489	0.05019342526494341	0.3500745897563401	0.7780392889927175	5	5452,4686,5432,79664,5438	Other
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	0.953862660944206	0.9856963802577587	0.016193705107687452	0.12810030025806657	0.6497332836616763	127	5054,861,1277,144455,3569,8900,7421,1647,7057,1278,4929,1026,1513,9156,6515,9540,7762,65243,4609,114787	Other
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	0.6215753424657534	0.9235131135127693	0.060509298865666666	0.43538767395626243	0.9033016576952922	4	79228,10212,6431,4686	Other
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	0.7419354838709677	0.9276810123009489	0.06628421870126719	-0.3979135618479881	-0.7874088368644141	3	404672,902,9014	Other
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	0.45885286783042395	0.9035297692968601	0.09624060232812902	-0.3983092988562904	-0.9858268177295368	5	404672,5595,2074,902,9014	Other
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	0.5861244019138756	0.918444829649174	0.08020234446981443	-0.3981113320079523	-0.8905842148663913	4	404672,2074,902,9014	Other
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	0.7419354838709677	0.9276810123009489	0.06628421870126719	-0.3979135618479881	-0.7874088368644141	3	404672,902,9014	Other
REACTOME_RND1_GTPASE_CYCLE	0.2208904109589041	0.8015037248889131	0.11881503941226282	0.5942160344500249	1.2328238970810899	4	27289,9928	Other
REACTOME_RND2_GTPASE_CYCLE	0.9034941763727121	0.9753338755893659	0.041908174859140085	0.2856355317304402	0.6348237561980422	5	9928,10970,23074	Other
REACTOME_RND3_GTPASE_CYCLE	0.7903225806451613	0.9304696325784065	0.06321911708594577	-0.3787517333994758	-0.7494905689351533	3	222584	Other
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	0.7258064516129032	0.9276810123009489	0.06736238681662789	-0.40337804272230504	-0.7982221916777831	3	23122,10487,27	Other
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	0.8052930056710775	0.940516943373813	0.05302125120430776	0.471201588877855	0.7730780557104736	2	2207,6464	Calcium
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	0.5644820295983086	0.918444829649174	0.07569463079327488	-0.5392254220456802	-0.9286620694782003	2	8398,84513	Other
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	0.1543340380549683	0.7403142044595876	0.16318012718068908	-0.7631578947368421	-1.314321916011044	2	5465,6256	Other
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	0.8412098298676749	0.9497921843403252	0.05101141320391501	0.4495529861715962	0.7375602219763828	2	1536,90423	Other
REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION	0.20967741935483872	0.7915758351953786	0.1446305280344838	-0.6383507203179334	-1.2631964486526492	3	55178,130916,51106	Mitochondria
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	0.9959432048681541	0.997067294264168	0.04650840487191565	0.5062034739454094	0.6658855718158332	1	55127	Other
REACTOME_RRNA_PROCESSING	0.2514792899408284	0.8231948256032431	0.15016980212840597	-0.35493519441674976	-1.168616299553227	10	6123,55178,130916,51106,6137,51388,55127,9188,200916,6173	Other
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION	0.20967741935483872	0.7915758351953786	0.1446305280344838	-0.6383507203179334	-1.2631964486526492	3	55178,130916,51106	Mitochondria
REACTOME_RSK_ACTIVATION	0.7662082514734774	0.9276810123009489	0.05712585100181134	-0.6208436724565757	-0.8217843163370746	1	5595	Other
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	0.23415492957746478	0.817081194894065	0.11673920479122178	0.6419643383383311	1.214564450315173	3	861,4773,865	Other
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	0.15140845070422534	0.7403142044595876	0.14920754243532175	0.6903461251242856	1.306100373362006	3	861,865,6595	Other
REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION	0.23415492957746478	0.817081194894065	0.11673920479122178	0.6415008654492484	1.2136875827679479	3	861,865	Other
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	0.15879017013232513	0.7403142044595876	0.15114876138548375	0.7702990828903558	1.2637931012384662	2	861,865	Other
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	0.07876712328767123	0.6128634943523191	0.2089550275493539	0.6844981193389761	1.4201327296884392	4	861,7057	Other
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING	0.15879017013232513	0.7403142044595876	0.15114876138548375	0.7702990828903558	1.2637931012384662	2	861,865	Other
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	0.24143835616438356	0.8231948256032431	0.11284335567556247	0.5828241879088296	1.2091891584782102	4	861,865,902	Other
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	0.1386986301369863	0.7403142044595876	0.15419096658142434	0.6436670104921878	1.3354201608375673	4	861,1513,865,122809	Other
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	0.34683098591549294	0.8853245973668876	0.09225972605273541	0.5922878150457707	1.120578950493531	3	861,3958,865	Other
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	0.15879017013232513	0.7403142044595876	0.15114876138548375	0.7702990828903558	1.2637931012384662	2	861,865	Other
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING	0.15879017013232513	0.7403142044595876	0.15114876138548375	0.7702990828903558	1.2637931012384662	2	861,865	Other
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	0.40266222961730447	0.8882461006447894	0.08085891502800323	0.486336868010799	1.08088162371749	5	1277,2737,865,7525,5595	Other
REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	0.9290060851926978	0.9836100548128907	0.049690139272460555	0.5409429280397022	0.7115836012541746	1	865	Other
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	0.6540642722117203	0.9243828090285362	0.06280039778122341	0.5397219463753724	0.8854961502184245	2	865,3678	Other
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	0.40266222961730447	0.8882461006447894	0.08085891502800323	0.486336868010799	1.08088162371749	5	1277,2737,865,7525,5595	Other
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION	0.49295774647887325	0.9143586340398856	0.07325586558284547	0.5235966219572776	0.9906186455473561	3	1026,7040,7157	Other
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION	0.3763213530655391	0.8853245973668876	0.09821233512174378	-0.6258770249909942	-1.0778947532962522	2	6097	Other
REACTOME_RUNX3_REGULATES_P14_ARF	0.3133561643835616	0.8641501860906371	0.09656295543094219	0.5417495029821073	1.1239712407395759	4	861,7040,3845,865	Other
REACTOME_RUNX3_REGULATES_WNT_SIGNALING	0.3752535496957404	0.8853245973668876	0.09592067779217453	0.8248138957816378	1.0850017846646225	1	4609	Other
REACTOME_SARS_COV_1_INFECTION	0.5835095137420718	0.918444829649174	0.07399014391013414	-0.5243296921549155	-0.9030084211500731	2	821,1655	Other
REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES	0.3633440514469453	0.8853245973668876	0.08455574424412811	0.4316984692263231	1.0895373546817695	7	9871,3838,114548,8767,10802,3654	Other
REACTOME_SARS_COV_2_HOST_INTERACTIONS	0.3855072463768116	0.8853245973668876	0.07588869006061172	0.3517402155179855	1.0650715417773369	12	9871,2697,3838,114548,8767,10802,7534,3654,7533,10971,55823	Other
REACTOME_SARS_COV_2_INFECTION	0.15332428765264586	0.7403142044595876	0.1281429168984153	0.37583144757211495	1.3385505657923957	22	9871,2697,3838,79844,114548,6383,8767,9672,10802,7534,4247,3654,7533,51114,1655,10971,6184,821,6185,55823,23479	Other
REACTOME_SARS_COV_2_MODULATES_AUTOPHAGY	0.8801571709233792	0.965154337645154	0.050702793702934776	-0.575682382133995	-0.7620062405683505	1	55823	Other
REACTOME_SARS_COV_2_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS	0.625	0.9235199990667361	0.061570675542167844	0.46199701937406856	0.8740752754829615	3	7534,7533,10971	Other
REACTOME_SARS_COV_2_TARGETS_PDZ_PROTEINS_IN_CELL_CELL_JUNCTION	0.4665314401622718	0.9035297692968601	0.08359906036841593	0.7826302729528536	1.0295113203466362	1	2697	Other
REACTOME_SARS_COV_INFECTIONS	0.09898477157360407	0.6687997834660893	0.15740289930528326	0.35067332339810486	1.4061369572011433	35	9871,2697,695,3838,10800,79844,114548,6383,483,2280,8767,9672,10802,974,7534,203068,3554,4247,3614,3654,7533,51114,1655,10971,6184,3688,821,6185,163,55823,79685,23479	Other
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	0.01836295541556944	0.33240696844102235	0.35248785758361917	0.6154401669500834	1.745594814728682	10	1281,1277,8685,4481,1278,1282,1284,81035	Other
REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS	0.3752535496957404	0.8853245973668876	0.09592067779217453	0.824317617866005	1.084348955672646	1	284297	Other
REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS	0.6162570888468809	0.918444829649174	0.06568136019340105	0.5626692407228654	0.9231446856153932	2	10808,811	Other
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	0.9214145383104125	0.9807536345776031	0.04860342472590687	-0.5528535980148883	-0.7317887517182262	1	8542	Other
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.8133874239350912	0.9439267052295149	0.05582647177874898	0.6069478908188586	0.7984098571870235	1	26271	Other
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.11619718309859155	0.7210116167244196	0.1723243449009459	0.717438035259294	1.3573569136026773	3	8900,1026	Other
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	0.10452418096723869	0.683108405456946	0.17093233537005617	0.5284672678793868	1.402741012525925	8	10381,84617,7280,84790,7846,10376,10383	Other
REACTOME_SELECTIVE_AUTOPHAGY	0.3101449275362319	0.8641501860906371	0.08756971155485113	0.379084533901795	1.147870306476465	12	10381,84617,7280,84790,7846,10376	Other
REACTOME_SELENOAMINO_ACID_METABOLISM	0.7792207792207793	0.9277433975420553	0.04754341942013011	0.31155432773259895	0.744249505002693	6	4837,9060,6173,200916	Other
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.48564593301435405	0.911687698800995	0.09054289484694737	-0.43290258449304175	-0.9684130476262507	4	91584,55558,1072,5362	Other
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	0.601027397260274	0.918444829649174	0.06211241889494712	0.44391882385358505	0.9210012902417862	4	27289,5362,55558	Other
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.4160958904109589	0.8999594155844156	0.08063884959506612	0.5052034954255925	1.0481489995907354	4	27289,389,103910,387	Other
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.4160958904109589	0.8999594155844156	0.08063884959506612	0.5052034954255925	1.0481489995907354	4	27289,389,103910,387	Other
REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION	0.11909262759924386	0.7222301582766699	0.17669426893849804	0.7983194845697457	1.3097648427644577	2	27289,387	Other
REACTOME_SEMAPHORIN_INTERACTIONS	0.7101449275362319	0.9274888192979949	0.04660150729859922	0.2703474999547806	0.818613897101463	12	27289,64218,1400,389,5362,1072,103910,55558,3688,387	Other
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	0.06109324758842444	0.5547737436282328	0.23112670967383428	0.5910318832946839	1.4916692102511837	7	3569,8900,1026	Other
REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS	0.4827586206896552	0.9104328062758132	0.08175155825321447	0.773697270471464	1.0177603984910626	1	3838	Other
REACTOME_SENSORY_PERCEPTION	0.7410071942446043	0.9276810123009489	0.08971046527429813	-0.1840901802155469	-0.8034537988573448	21	388531,8787,6327,2774	Other
REACTOME_SENSORY_PERCEPTION_OF_TASTE	0.2534562211981567	0.8231948256032431	0.13010563075112855	-0.6035281595746276	-1.194288035669224	3	6327,50831	Other
REACTOME_SENSORY_PROCESSING_OF_SOUND	0.25232198142414863	0.8231948256032431	0.1035763266125924	0.43756061704825205	1.1992141904842268	9	9381,64787,7430,23136,71,4478,5756,829	Other
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA	0.3360128617363344	0.8795575896262395	0.08889452886204495	0.4410846829556731	1.1132266452541488	7	64787,7430,23136,71,4478,5756	Other
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	0.1464088397790055	0.7403142044595876	0.13284630060618333	0.38278798848974294	1.3328281672414035	21	10381,57082,1063,64105,699,84617,7280,84790,7846,10376	Other
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	0.07822410147991543	0.6111189626541357	0.2343926472946861	-0.8267130089374379	-1.423777482211053	2	9256,10497	Other
REACTOME_SEROTONIN_RECEPTORS	0.903169014084507	0.9753338755893659	0.044507053776927666	0.34796019749181345	0.658323306699744	3	3363,3355	Other
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.43427620632279534	0.9035297692968601	0.07687367341265418	0.4754316521908481	1.0566448278712899	5	374,2069,3845,4893,6464	Other
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING	0.43926788685524126	0.9035297692968601	0.0762797180809272	0.47190452511188463	1.0488058029177398	5	2069,3845,5782,4893,6464	Other
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.523972602739726	0.9160913902039494	0.06879430956047748	0.4716699801192843	0.9785767958365666	4	2069,3845,4893,6464	Other
REACTOME_SHC_MEDIATED_CASCADE_FGFR1	0.6073943661971831	0.918444829649174	0.06293946920189672	0.4714356681569797	0.8919327273476672	3	3845,4893,6464	Other
REACTOME_SHC_MEDIATED_CASCADE_FGFR3	0.523972602739726	0.9160913902039494	0.06879430956047748	0.4716699801192843	0.9785767958365666	4	8823,3845,4893,6464	Other
REACTOME_SHC_MEDIATED_CASCADE_FGFR4	0.523972602739726	0.9160913902039494	0.06879430956047748	0.4716699801192843	0.9785767958365666	4	8823,3845,4893,6464	Other
REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R	0.523972602739726	0.9160913902039494	0.06879430956047748	0.4716699801192843	0.9785767958365666	4	3479,3845,4893,6464	Other
REACTOME_SIALIC_ACID_METABOLISM	0.5058236272878536	0.9143586340398856	0.06911984565510101	0.435965861100534	0.9689322747813465	5	8128,80896,54187,26503	Other
REACTOME_SIGNALING_BY_ACTIVIN	0.8802816901408451	0.965154337645154	0.04567904149300621	0.361636402268604	0.6841980027617021	3	10468,5595,93	Other
REACTOME_SIGNALING_BY_ALK	0.9948630136986302	0.997067294264168	0.03879622083044794	0.2058513985444208	0.4270812442952831	4	4609,3091,6464	Other
REACTOME_SIGNALING_BY_ALK_IN_CANCER	0.7807017543859649	0.9286060110663983	0.04267338611560842	0.24362383905742546	0.7480558964212022	13	2335,9451,7171,27436,4008,4478,6238,1213,6464,22872	Other
REACTOME_SIGNALING_BY_BMP	0.6763698630136986	0.9243828090285362	0.05652995250563114	0.41074609791468636	0.8521776185503157	4	11167,9241	Other
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS	0.6566265060240963	0.9243828090285362	0.051951247619708235	0.29695889960038424	0.8422750791499922	10	2335,4000,71,5908,3845,4893,8826,57085	Other
REACTOME_SIGNALING_BY_CSF3_G_CSF	0.6705069124423964	0.9243828090285362	0.07130529873400379	-0.4217585692995529	-0.8345943851409333	3	7321,6464,3845	Other
REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS	0.9567779960707269	0.9856963802577587	0.04688198568783333	-0.5305210918114144	-0.7022281647996265	1	5519	Other
REACTOME_SIGNALING_BY_EGFR	0.09130434782608696	0.6514624905684608	0.17669426893849804	0.467564870259481	1.4157893106275252	12	8038,374,2069,55824,3845,5782,4893,6868,6455,6464,8027,10252	Other
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.43427620632279534	0.9035297692968601	0.07687367341265418	0.4754316521908481	1.0566448278712899	5	374,2069,3845,4893,6464	Other
REACTOME_SIGNALING_BY_ERBB2	0.34565916398713825	0.8835725603936359	0.08730982576379309	0.4365355898456944	1.1017454674725136	7	2069,3845,5782,4893,6464,387,7525	Other
REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS	0.6073943661971831	0.918444829649174	0.06293946920189672	0.4714356681569797	0.8919327273476672	3	3845,4893,6464	Other
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER	0.43926788685524126	0.9035297692968601	0.0762797180809272	0.47190452511188463	1.0488058029177398	5	2069,3845,5782,4893,6464	Other
REACTOME_SIGNALING_BY_ERBB4	0.33116883116883117	0.8788551954813669	0.09026354843400684	0.47213930348258704	1.1278592901165618	6	6678,2069,3845,4893,6868,6464	Other
REACTOME_SIGNALING_BY_ERYTHROPOIETIN	0.6073943661971831	0.918444829649174	0.06293946920189672	0.4714356681569797	0.8919327273476672	3	3845,4893,6464	Other
REACTOME_SIGNALING_BY_FGFR	0.8780120481927711	0.9641304347826087	0.03863723737085999	0.23237840435527946	0.6591031256664808	10	8823,3845,4893,6464,5725,4686,5432,5595,5438	Other
REACTOME_SIGNALING_BY_FGFR1	0.3790523690773067	0.8853245973668876	0.10797236031734525	-0.4221780208851318	-1.0449025820878612	5	10817,5595,6464,4893,3845	Other
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	0.6521739130434783	0.9243828090285362	0.06293946920189672	0.5427010923535254	0.8903838934579007	2	3845,4893	Other
REACTOME_SIGNALING_BY_FGFR2	0.8780120481927711	0.9641304347826087	0.03863723737085999	0.23237840435527946	0.6591031256664808	10	8823,3845,4893,6464,5725,4686,5432,5595,5438	Other
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	0.31336405529953915	0.8641501860906371	0.11524000314778066	-0.5658221559860904	-1.11967373931157	3	5438,5432,4686	Other
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE	0.663961038961039	0.9243828090285362	0.05490737032909582	0.3502487562189055	0.8366838147966909	6	8823,3845,4893,4686,5432,5438	Other
REACTOME_SIGNALING_BY_FGFR3	0.9545454545454546	0.9856963802577587	0.038241681626077384	0.22437810945273629	0.5360005688541299	6	8823,3845,4893,6464,5595	Other
REACTOME_SIGNALING_BY_FGFR4	0.9545454545454546	0.9856963802577587	0.038241681626077384	0.22437810945273629	0.5360005688541299	6	8823,3845,4893,6464,5595	Other
REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE	0.6521739130434783	0.9243828090285362	0.06293946920189672	0.5427010923535254	0.8903838934579007	2	3845,4893	Other
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.663961038961039	0.9243828090285362	0.05490737032909582	0.3502487562189055	0.8366838147966909	6	8823,3845,4893,4686,5432,5438	Other
REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS	0.3133561643835616	0.8641501860906371	0.09656295543094219	0.5432405566600398	1.1270647395672997	4	1026,5292,3845,4893	Other
REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS	0.3410981697171381	0.8795575896262395	0.08998607949971373	0.5111884634510193	1.136114189040502	5	1026,5292,3845,4893,598	Other
REACTOME_SIGNALING_BY_GPCR	2.7267214052017764e-4	0.02198728987649069	0.49849310876659025	0.41689205805156176	1.979407511103835	79	4314,6863,5179,6348,2919,7472,6357,6373,6351,1880,6347,8111,3363,3627,624,2359,2921,26575,85397,8862,9162,6004,9890,719,134,1240,2335,64857,29899,54331,301,695,1238,3838,9294,10800	Other
REACTOME_SIGNALING_BY_HEDGEHOG	0.32756132756132755	0.8777851889634366	0.08431443206426534	0.3475195173516217	1.1198247469373388	16	10381,84617,84455,2737,7280,84790,7846,10376,10383,113	Other
REACTOME_SIGNALING_BY_HIPPO	0.9111531190926276	0.9800718929317722	0.04735342452541926	0.38877855014895735	0.6378504927516343	2	836,1856	Other
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.9473684210526315	0.9856963802577587	0.06335970106437581	-0.19890051499124495	-0.5957597628754544	8	2887,3667,90423,5595,6464,4893,3845	Other
REACTOME_SIGNALING_BY_INTERLEUKINS	0.001615454758931957	0.08093274557780858	0.45505986738722953	0.3880772366763027	1.8061910786584767	72	4314,6348,2919,6351,3976,6347,3569,23529,3627,2208,7076,3383,1278,4313,9235,1026,84868,302,2162,4609,4615,9180,2335,920,301,1326,6624,7412,121457,3587,5292,3965,3162,7040,836,5606,8767,3575,1435,5908,7132,3091,7534,3563,4478,7184,3554,5782,1072,3654,57162,5478	Other
REACTOME_SIGNALING_BY_KIT_IN_DISEASE	0.704225352112676	0.9274888192979949	0.05594285930657051	0.43566815697963235	0.8242623834393087	3	3845,4893,7525	Other
REACTOME_SIGNALING_BY_LEPTIN	0.25343811394891946	0.8231948256032431	0.11881503941226282	-0.8665012406947891	-1.1469507724416723	1	3667	Other
REACTOME_SIGNALING_BY_LRP5_MUTANTS	0.5461689587426326	0.918444829649174	0.07362127410143941	-0.7528535980148884	-0.9965202301225757	1	83999	Other
REACTOME_SIGNALING_BY_MET	0.10921985815602837	0.7013323396830013	0.15851410542482433	0.41130289670458414	1.390293638306233	19	1281,1277,1290,1289,1278,284217,2335	Other
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	0.765990639625585	0.9276810123009489	0.04650840487191565	0.2832447456692706	0.7518327917017591	8	2335,71,5908,3845,4893,8826	Other
REACTOME_SIGNALING_BY_MRAS_COMPLEX_MUTANTS	0.8290766208251473	0.9487864340107404	0.05345721410899102	-0.5970223325062035	-0.7902530236239015	1	5501	Other
REACTOME_SIGNALING_BY_MST1	0.05109994058077811	0.5209844516683929	0.3217759180753611	-0.9766749379652605	-1.292783001240098	1	3249	Other
REACTOME_SIGNALING_BY_NODAL	0.3890063424947146	0.8853245973668876	0.09624060232812902	-0.6211519364448858	-1.0697571352828992	2	93,5595	Other
REACTOME_SIGNALING_BY_NOTCH	0.3164983164983165	0.866682333151932	0.14205664357582118	-0.2619804500533903	-1.1002784330636575	19	9148,142678,79885,7088,488	Other
REACTOME_SIGNALING_BY_NOTCH1	0.045188690614463796	0.4996303467699349	0.3217759180753611	-0.5050563947353439	-1.5999335200993816	9	9148,142678,79885,7088	Other
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER	0.0398385240002919	0.4896439696531887	0.3217759180753611	-0.7980786484806931	-1.5792730898842158	3	9148,142678	Other
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER	0.05661420394169556	0.5438642479741945	0.3217759180753611	-0.6355807163882397	-1.5730803093134522	5	9148,142678,79885	Other
REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT	0.9959432048681541	0.997067294264168	0.04650840487191565	0.5071960297766749	0.6671912297997857	1	6868	Other
REACTOME_SIGNALING_BY_NOTCH2	0.2672811059907834	0.8436951637502665	0.12625398784911535	-0.597080197303677	-1.1815285246630263	3	9148,142678	Other
REACTOME_SIGNALING_BY_NOTCH3	0.015521799162303649	0.299300779499203	0.3807304007227924	-0.8522849643268666	-1.686538929009966	3	9148,142678	Other
REACTOME_SIGNALING_BY_NOTCH4	0.8397565922920892	0.9497143293248655	0.05434343902691621	0.5930521091811414	0.7801306454116869	1	7534	Other
REACTOME_SIGNALING_BY_NTRK2_TRKB	0.5095693779904307	0.9143586340398856	0.08783126344801238	-0.42196819085487075	-0.9439525573302948	4	10817,6464,4893,3845	Other
REACTOME_SIGNALING_BY_NTRK3_TRKC	0.9550748752079867	0.9856963802577587	0.039356195952129094	0.2458981496730469	0.546507593337192	5	5800,3845,4893,6464	Other
REACTOME_SIGNALING_BY_NTRKS	0.22127659574468084	0.8015037248889131	0.1063232559327084	0.3625963078251082	1.2256547281373862	19	8061,1960,1959,5800,1759,6236,4665,6446,3845,4893,1213,6464,5519,5898,387,163	Other
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	0.09987357774968394	0.6687997834660893	0.1563124030731863	0.3486204923178065	1.4079909287663261	36	4314,861,1382,10123,4313,5360,374,2069,4609,54331,2494,3838	Other
REACTOME_SIGNALING_BY_PDGF	0.011565483766574751	0.24425200240361442	0.3807304007227924	0.5303313903031321	1.7926359479595824	19	1281,7060,131873,1290,1289,7057,1293,7058,1282,1291,1284,50509,5159,1292	Other
REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS	0.6521739130434783	0.9243828090285362	0.06293946920189672	0.5427010923535254	0.8903838934579007	2	3845,4893	Other
REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE	0.6521739130434783	0.9243828090285362	0.06293946920189672	0.5427010923535254	0.8903838934579007	2	3845,4893	Other
REACTOME_SIGNALING_BY_PTK6	0.5803858520900321	0.918444829649174	0.060771945185353275	0.3548104234999781	0.89548432017028	7	2069,10457,3091,3845,4893,387	Other
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.004108060255621422	0.1327419932033657	0.40701791892395395	0.3604139102316239	1.7084260921502084	78	8038,8061,1281,1277,1960,8483,7060,3479,131873,1290,1289,7057,1278,1293,374,1959,6678,2069,8823,284217,5800,4609,2335,1759,7058,1536,6236,1282,3071,55615,1291,1284,55824,50509,8877,5159,1292	Other
